COUNTRY_ID,country,year,p.mean,p.lower,p.upper
MMR,Myanmar,2008,0.404610013,0.017637256,0.936405788
MMR,Myanmar,2009,0.457719642,0.02803114,0.958212556
MMR,Myanmar,2010,0.522427564,0.03972676,0.972261411
MMR,Myanmar,2011,0.621312586,0.075608331,0.985916349
MMR,Myanmar,2012,0.705141997,0.131645949,0.992762392
MMR,Myanmar,2013,0.740696363,0.18368958,0.995339951
MMR,Myanmar,2014,0.741508603,0.169856439,0.99571193
MMR,Myanmar,2015,0.74509555,0.185137038,0.995888892
MMR,Myanmar,2016,0.694431101,0.118133184,0.991413354
MMR,Myanmar,2017,0.698026935,0.11537391,0.99374727
MMR,Myanmar,2018,0.76079886,0.179659885,0.997130989
MMR,Myanmar,2019,0.75779609,0.16518441,0.997908561
MYS,Malaysia,1990,0.065676015,1.33E-05,0.491701204
MYS,Malaysia,1991,0.06592795,1.61E-05,0.505580931
MYS,Malaysia,1992,0.070545337,1.24E-05,0.523412736
MYS,Malaysia,1993,0.076795543,1.82E-05,0.560637711
MYS,Malaysia,1994,0.083564688,2.77E-05,0.55348714
MYS,Malaysia,1995,0.100355992,6.57E-05,0.617395602
MYS,Malaysia,1996,0.124199161,9.34E-05,0.663675069
MYS,Malaysia,1997,0.151590521,0.00014697,0.717665348
MYS,Malaysia,1998,0.177934761,0.000288406,0.729334185
MYS,Malaysia,1999,0.204930033,0.00053442,0.747565997
MYS,Malaysia,2000,0.260259471,0.000967968,0.78102944
MYS,Malaysia,2001,0.326235772,0.00197376,0.802826105
MYS,Malaysia,2002,0.403611156,0.004450881,0.810887826
MYS,Malaysia,2003,0.478859362,0.009230402,0.859878845
MYS,Malaysia,2004,0.544465019,0.01982749,0.881571098
MYS,Malaysia,2005,0.58665731,0.03167169,0.911997832
MYS,Malaysia,2006,0.606613782,0.044434703,0.925868575
MYS,Malaysia,2007,0.609730837,0.044431781,0.931097607
MYS,Malaysia,2008,0.648627265,0.066773932,0.955014407
MYS,Malaysia,2009,0.687022885,0.09241395,0.975334495
MYS,Malaysia,2010,0.701368495,0.119998099,0.975881949
MYS,Malaysia,2011,0.712564712,0.120377456,0.978847882
MYS,Malaysia,2012,0.720066687,0.134565296,0.979498332
MYS,Malaysia,2013,0.73270404,0.150776879,0.984970588
MYS,Malaysia,2014,0.737523034,0.170946905,0.986813323
MYS,Malaysia,2015,0.739415246,0.154364069,0.985057577
MYS,Malaysia,2016,0.73674691,0.167351338,0.988766687
MYS,Malaysia,2017,0.74123731,0.178327687,0.9876292
MYS,Malaysia,2018,0.754656802,0.162260886,0.990366152
MYS,Malaysia,2019,0.763793007,0.166920395,0.993995094
NPL,Nepal,1990,0.030905532,2.31E-05,0.224672238
NPL,Nepal,1991,0.033760568,3.09E-05,0.245098985
NPL,Nepal,1992,0.041489199,6.38E-05,0.285518358
NPL,Nepal,1993,0.046256886,0.000103729,0.337027221
NPL,Nepal,1994,0.05350034,0.000133258,0.368847492
NPL,Nepal,1995,0.089749358,0.000478836,0.531448919
NPL,Nepal,1996,0.111489169,0.000835887,0.554701115
NPL,Nepal,1997,0.212420491,0.003076589,0.790468445
NPL,Nepal,1998,0.272750979,0.006054432,0.85746486
NPL,Nepal,1999,0.472131794,0.026612537,0.971212507
NPL,Nepal,2000,0.592385102,0.062088909,0.987851969
NPL,Nepal,2001,0.717842008,0.147742783,0.992423833
NPL,Nepal,2002,0.747926839,0.196115395,0.99598125
NPL,Nepal,2003,0.777560197,0.248031451,0.996907005
NPL,Nepal,2004,0.764697986,0.18818322,0.995759348
NPL,Nepal,2005,0.823700889,0.29416429,0.9983133
NPL,Nepal,2006,0.852232444,0.336601325,0.998744843
NPL,Nepal,2007,0.858841656,0.35544682,0.998516467
NPL,Nepal,2008,0.895708105,0.48535188,0.999272138
