location,year,AWARE,"DDD/1,000/day",proportion
Ecuador,2011,Watch,7.094,0.418
Ecuador,2011,Reserve,0.011,0.001
Ecuador,2011,Other,0.004,0
Ecuador,2012,Access,9.369,0.565
Ecuador,2012,Watch,7.173,0.433
Ecuador,2012,Reserve,0.027,0.002
Ecuador,2012,Other,0.004,0
Ecuador,2013,Access,8.749,0.55
Ecuador,2013,Watch,7.143,0.449
Ecuador,2013,Reserve,0.013,0.001
Ecuador,2013,Other,0.005,0
Ecuador,2014,Access,9.293,0.555
Ecuador,2014,Watch,7.275,0.434
Ecuador,2014,Reserve,0.038,0.002
Ecuador,2014,Other,0.142,0.008
Ecuador,2015,Access,9.259,0.555
Ecuador,2015,Watch,7.327,0.439
Ecuador,2015,Reserve,0.02,0.001
Ecuador,2015,Other,0.091,0.005
Ecuador,2016,Access,9.175,0.552
Ecuador,2016,Watch,7.333,0.441
Ecuador,2016,Reserve,0.039,0.002
Ecuador,2016,Other,0.075,0.005
Ecuador,2017,Access,9.467,0.566
Ecuador,2017,Watch,7.122,0.426
Ecuador,2017,Reserve,0.038,0.002
Ecuador,2017,Other,0.105,0.006
Ecuador,2018,Access,9.341,0.54
Ecuador,2018,Watch,7.852,0.454
Ecuador,2018,Reserve,0.027,0.002
Ecuador,2018,Other,0.084,0.005
Peru,2000,Access,3.887,0.618
Peru,2000,Watch,2.334,0.371
Peru,2000,Reserve,0.006,0.001
Peru,2000,Other,0.065,0.01
Peru,2001,Access,4.26,0.668
Peru,2001,Watch,2.071,0.325
Peru,2001,Reserve,0.007,0.001
Peru,2001,Other,0.038,0.006
Peru,2002,Access,3.945,0.602
Peru,2002,Watch,2.599,0.396
Peru,2002,Reserve,0.005,0.001
Peru,2002,Other,0.007,0.001
Peru,2003,Access,3.884,0.596
Peru,2003,Watch,2.618,0.402
Peru,2003,Reserve,0.002,0
Peru,2003,Other,0.015,0.002
Peru,2004,Access,4.528,0.729
Peru,2004,Watch,1.675,0.27
Peru,2004,Reserve,0.005,0.001
Peru,2004,Other,0.005,0.001
Peru,2005,Access,4.621,0.679
Peru,2005,Watch,2.161,0.318
Peru,2005,Reserve,0.01,0.001
Peru,2005,Other,0.015,0.002
Peru,2006,Access,5.583,0.72
Peru,2006,Watch,2.158,0.278
Peru,2006,Reserve,0.008,0.001
Peru,2006,Other,0.009,0.001
Peru,2007,Access,5.632,0.662
Peru,2007,Watch,2.869,0.337
Peru,2007,Reserve,0.003,0
Peru,2007,Other,0.004,0
Peru,2008,Access,7.07,0.662
Peru,2008,Watch,3.535,0.331
Peru,2008,Reserve,0.012,0.001
Peru,2008,Other,0.057,0.005
Peru,2009,Access,4.733,0.598
Peru,2009,Watch,3.176,0.401
Peru,2009,Reserve,0.004,0.001
Peru,2009,Other,0.007,0.001
Peru,2010,Access,4.738,0.574
Peru,2010,Watch,3.503,0.424
Peru,2010,Reserve,0.005,0.001
Peru,2010,Other,0.012,0.001
Peru,2011,Access,5.019,0.601
Peru,2011,Watch,3.281,0.393
Peru,2011,Reserve,0.024,0.003
Peru,2011,Other,0.025,0.003
Peru,2012,Access,5.318,0.592
Peru,2012,Watch,3.617,0.403
Peru,2012,Reserve,0.018,0.002
Peru,2012,Other,0.025,0.003
Peru,2013,Access,5.008,0.559
Peru,2013,Watch,3.923,0.438
Peru,2013,Reserve,0,0
Peru,2013,Other,0.022,0.002
Peru,2014,Access,5.308,0.574
Peru,2014,Watch,3.843,0.416
Peru,2014,Reserve,0.011,0.001
Peru,2014,Other,0.082,0.009
Peru,2015,Access,6.428,0.601
Peru,2015,Watch,4.137,0.387
Peru,2015,Reserve,0.006,0.001
Peru,2015,Other,0.121,0.011
Peru,2016,Access,5.025,0.532
Peru,2016,Watch,4.311,0.456
Peru,2016,Reserve,0.004,0
Peru,2016,Other,0.113,0.012
Peru,2017,Access,4.638,0.523
Peru,2017,Watch,4.094,0.461
Peru,2017,Reserve,0.05,0.006
Peru,2017,Other,0.093,0.01
Peru,2018,Access,5.013,0.533
Peru,2018,Watch,4.261,0.453
Peru,2018,Reserve,0.015,0.002
Peru,2018,Other,0.115,0.012
Colombia,2000,Access,4.911,0.714
Colombia,2000,Watch,1.904,0.277
Colombia,2000,Reserve,0.019,0.003
Colombia,2000,Other,0.046,0.007
Colombia,2001,Access,5.015,0.738
Colombia,2001,Watch,1.749,0.257
Colombia,2001,Reserve,0.013,0.002
Colombia,2001,Other,0.018,0.003
Colombia,2002,Access,4.623,0.722
Colombia,2002,Watch,1.748,0.273
Colombia,2002,Reserve,0.013,0.002
Colombia,2002,Other,0.017,0.003
Colombia,2003,Access,4.662,0.721
Colombia,2003,Watch,1.781,0.276
Colombia,2003,Reserve,0.008,0.001
Colombia,2003,Other,0.013,0.002
Colombia,2004,Access,4.618,0.683
Colombia,2004,Watch,2.121,0.314
Colombia,2004,Reserve,0.011,0.002
Colombia,2004,Other,0.012,0.002
Colombia,2005,Access,3.954,0.679
Colombia,2005,Watch,1.855,0.319
Colombia,2005,Reserve,0.007,0.001
Colombia,2005,Other,0.005,0.001
Colombia,2006,Access,3.95,0.644
Colombia,2006,Watch,2.161,0.352
Colombia,2006,Reserve,0.008,0.001
Colombia,2006,Other,0.014,0.002
Colombia,2007,Access,3.726,0.647
Colombia,2007,Watch,1.999,0.347
Colombia,2007,Reserve,0.022,0.004
Colombia,2007,Other,0.008,0.001
Colombia,2008,Access,3.835,0.632
Colombia,2008,Watch,2.188,0.361
Colombia,2008,Reserve,0.039,0.006
Colombia,2008,Other,0.004,0.001
Colombia,2009,Access,3.914,0.627
Colombia,2009,Watch,2.305,0.369
Colombia,2009,Reserve,0.011,0.002
Colombia,2009,Other,0.009,0.001
Colombia,2010,Access,4.105,0.613
Colombia,2010,Watch,2.517,0.376
Colombia,2010,Reserve,0.031,0.005
Colombia,2010,Other,0.042,0.006
Colombia,2011,Access,4.333,0.617
Colombia,2011,Watch,2.652,0.378
Colombia,2011,Reserve,0.023,0.003
Colombia,2011,Other,0.01,0.001
Colombia,2012,Access,4.19,0.608
Colombia,2012,Watch,2.678,0.388
Colombia,2012,Reserve,0.005,0.001
Colombia,2012,Other,0.022,0.003
Colombia,2013,Access,4.34,0.596
Colombia,2013,Watch,2.924,0.402
Colombia,2013,Reserve,0.011,0.002
Colombia,2013,Other,0.005,0.001
Colombia,2014,Access,4.57,0.613
Colombia,2014,Watch,2.874,0.386
Colombia,2014,Reserve,0.009,0.001
Colombia,2015,Access,5.092,0.617
Colombia,2015,Watch,3.149,0.382
Colombia,2015,Reserve,0.009,0.001
Colombia,2016,Access,5.375,0.614
Colombia,2016,Watch,3.38,0.386
Colombia,2016,Reserve,0.003,0
Colombia,2017,Access,5.824,0.622
Colombia,2017,Watch,3.538,0.378
Colombia,2017,Reserve,0.006,0.001
Colombia,2018,Access,5.928,0.622
Colombia,2018,Watch,3.583,0.376
Colombia,2018,Reserve,0.021,0.002
Mexico,2000,Access,5.506,0.544
Mexico,2000,Watch,4.478,0.442
Mexico,2000,Other,0.122,0.012
Mexico,2000,Reserve,0.016,0.002
Mexico,2001,Access,5.42,0.567
Mexico,2001,Watch,3.8,0.398
Mexico,2001,Other,0.326,0.034
Mexico,2001,Reserve,0.008,0.001
Mexico,2002,Access,5.061,0.549
Mexico,2002,Watch,4.067,0.441
Mexico,2002,Other,0.081,0.009
Mexico,2002,Reserve,0.006,0.001
Mexico,2003,Access,5.095,0.563
Mexico,2003,Watch,3.824,0.423
Mexico,2003,Other,0.124,0.014
Mexico,2003,Reserve,0.007,0.001
Mexico,2004,Access,4.363,0.523
Mexico,2004,Watch,3.888,0.466
Mexico,2004,Other,0.079,0.009
Mexico,2004,Reserve,0.006,0.001
Mexico,2005,Access,4.403,0.525
Mexico,2005,Watch,3.926,0.468
Mexico,2005,Other,0.063,0.007
Mexico,2005,Reserve,0.003,0
Mexico,2006,Access,3.986,0.501
Mexico,2006,Watch,3.925,0.493
Mexico,2006,Other,0.041,0.005
Mexico,2006,Reserve,0.008,0.001
Mexico,2007,Access,3.907,0.489
Mexico,2007,Watch,4.018,0.503
Mexico,2007,Other,0.064,0.008
Mexico,2007,Reserve,0.006,0.001
Mexico,2008,Access,4.439,0.506
Mexico,2008,Watch,4.271,0.487
Mexico,2008,Other,0.041,0.005
Mexico,2008,Reserve,0.017,0.002
Mexico,2009,Access,4.274,0.498
Mexico,2009,Watch,4.23,0.493
Mexico,2009,Other,0.049,0.006
Mexico,2009,Reserve,0.026,0.003
Mexico,2010,Access,3.812,0.463
Mexico,2010,Watch,4.34,0.528
Mexico,2010,Other,0.025,0.003
Mexico,2010,Reserve,0.051,0.006
Mexico,2011,Access,4.273,0.502
Mexico,2011,Watch,4.089,0.48
Mexico,2011,Other,0.014,0.002
Mexico,2011,Reserve,0.143,0.017
Mexico,2012,Access,3.854,0.479
Mexico,2012,Watch,4.128,0.513
Mexico,2012,Other,0.025,0.003
Mexico,2012,Reserve,0.041,0.005
Mexico,2013,Access,4.257,0.514
Mexico,2013,Watch,3.96,0.478
Mexico,2013,Other,0.035,0.004
Mexico,2013,Reserve,0.038,0.005
Mexico,2014,Access,3.177,0.484
Mexico,2014,Watch,3.217,0.49
Mexico,2014,Reserve,0.081,0.012
Mexico,2014,Other,0.093,0.014
Mexico,2015,Access,3.139,0.468
Mexico,2015,Watch,3.48,0.519
Mexico,2015,Reserve,0.058,0.009
Mexico,2015,Other,0.026,0.004
Mexico,2016,Access,3.445,0.496
Mexico,2016,Watch,3.393,0.488
Mexico,2016,Reserve,0.04,0.006
Mexico,2016,Other,0.069,0.01
Mexico,2017,Access,3.41,0.481
Mexico,2017,Watch,3.562,0.503
Mexico,2017,Reserve,0.047,0.007
Mexico,2017,Other,0.067,0.01
Mexico,2018,Access,3.523,0.499
Mexico,2018,Watch,3.469,0.492
Mexico,2018,Reserve,0.043,0.006
Mexico,2018,Other,0.02,0.003
Venezuela,2000,Access,5.924,0.589
Venezuela,2000,Watch,4.056,0.403
Venezuela,2000,Reserve,0.02,0.002
Venezuela,2000,Other,0.052,0.005
Venezuela,2001,Access,6.261,0.57
Venezuela,2001,Watch,4.678,0.426
Venezuela,2001,Reserve,0.016,0.001
Venezuela,2001,Other,0.03,0.003
Venezuela,2002,Access,5.776,0.581
Venezuela,2002,Watch,4.106,0.413
Venezuela,2002,Reserve,0.03,0.003
Venezuela,2002,Other,0.034,0.003
Venezuela,2003,Access,5.712,0.564
Venezuela,2003,Watch,4.379,0.432
Venezuela,2003,Reserve,0.017,0.002
Venezuela,2003,Other,0.028,0.003
Venezuela,2004,Access,6.04,0.549
Venezuela,2004,Watch,4.889,0.444
Venezuela,2004,Reserve,0.049,0.004
Venezuela,2004,Other,0.029,0.003
Venezuela,2005,Access,6.33,0.513
Venezuela,2005,Watch,5.951,0.482
Venezuela,2005,Reserve,0.033,0.003
Venezuela,2005,Other,0.033,0.003
Venezuela,2006,Access,6.995,0.525
Venezuela,2006,Watch,6.236,0.468
Venezuela,2006,Reserve,0.029,0.002
Venezuela,2006,Other,0.058,0.004
Venezuela,2007,Access,7.084,0.503
Venezuela,2007,Watch,6.95,0.494
Venezuela,2007,Reserve,0.021,0.001
Venezuela,2007,Other,0.017,0.001
Venezuela,2008,Access,7.105,0.508
Venezuela,2008,Watch,6.87,0.491
Venezuela,2008,Reserve,0.008,0.001
Venezuela,2008,Other,0.006,0
Venezuela,2009,Access,7.178,0.486
Venezuela,2009,Watch,7.53,0.51
Venezuela,2009,Reserve,0.03,0.002
Venezuela,2009,Other,0.035,0.002
Venezuela,2010,Access,7.53,0.498
Venezuela,2010,Watch,7.549,0.499
Venezuela,2010,Reserve,0.011,0.001
Venezuela,2010,Other,0.024,0.002
Venezuela,2011,Access,8.681,0.499
Venezuela,2011,Watch,8.66,0.498
Venezuela,2011,Reserve,0.01,0.001
Venezuela,2011,Other,0.042,0.002
Venezuela,2012,Access,9.256,0.497
Venezuela,2012,Watch,9.29,0.499
Venezuela,2012,Reserve,0.017,0.001
Venezuela,2012,Other,0.055,0.003
Venezuela,2013,Access,10.076,0.509
Venezuela,2013,Watch,9.667,0.488
Venezuela,2013,Reserve,0.025,0.001
Venezuela,2013,Other,0.039,0.002
Brazil,2000,Access,2.731,0.645
Brazil,2000,Watch,1.49,0.352
Brazil,2000,Reserve,0.007,0.002
Brazil,2000,Other,0.004,0.001
Brazil,2001,Access,2.751,0.638
Brazil,2001,Watch,1.541,0.357
Brazil,2001,Reserve,0.015,0.004
Brazil,2001,Other,0.004,0.001
Brazil,2002,Access,2.731,0.627
Brazil,2002,Watch,1.615,0.371
Brazil,2002,Reserve,0.008,0.002
Brazil,2002,Other,0.001,0
Brazil,2003,Access,2.661,0.636
Brazil,2003,Watch,1.512,0.361
Brazil,2003,Reserve,0.007,0.002
Brazil,2003,Other,0.002,0.001
Brazil,2004,Access,2.764,0.61
Brazil,2004,Watch,1.753,0.387
Brazil,2004,Reserve,0.011,0.002
Brazil,2004,Other,0,0
Brazil,2005,Access,2.626,0.57
Brazil,2005,Watch,1.96,0.425
Brazil,2005,Reserve,0.024,0.005
Brazil,2005,Other,0,0
Brazil,2006,Access,2.763,0.532
Brazil,2006,Watch,2.41,0.464
Brazil,2006,Reserve,0.009,0.002
Brazil,2006,Other,0.013,0.003
Brazil,2007,Access,2.735,0.487
Brazil,2007,Watch,2.871,0.512
Brazil,2007,Reserve,0.006,0.001
Brazil,2007,Other,0.001,0
Brazil,2008,Access,4.586,0.506
Brazil,2008,Watch,4.363,0.481
Brazil,2008,Reserve,0.064,0.007
Brazil,2008,Other,0.05,0.005
Brazil,2009,Access,5.901,0.527
Brazil,2009,Watch,5.18,0.463
Brazil,2009,Reserve,0.094,0.008
Brazil,2009,Other,0.019,0.002
Brazil,2010,Access,7.733,0.532
Brazil,2010,Watch,6.58,0.453
Brazil,2010,Reserve,0.202,0.014
Brazil,2010,Other,0.011,0.001
Brazil,2011,Access,7.115,0.498
Brazil,2011,Watch,6.869,0.481
Brazil,2011,Reserve,0.289,0.02
Brazil,2011,Other,0.004,0
Brazil,2012,Access,8.367,0.523
Brazil,2012,Watch,7.4,0.463
Brazil,2012,Reserve,0.221,0.014
Brazil,2012,Other,0.01,0.001
Brazil,2013,Access,8.227,0.509
Brazil,2013,Watch,7.76,0.48
Brazil,2013,Reserve,0.167,0.01
Brazil,2013,Other,0.004,0
Brazil,2014,Access,5.197,0.548
Brazil,2014,Watch,4.25,0.448
Brazil,2014,Reserve,0.04,0.004
Brazil,2015,Access,5.405,0.553
Brazil,2015,Watch,4.301,0.44
Brazil,2015,Reserve,0.071,0.007
Brazil,2016,Access,5.535,0.557
Brazil,2016,Watch,4.376,0.44
Brazil,2016,Reserve,0.031,0.003
Brazil,2017,Access,6.296,0.557
Brazil,2017,Watch,4.968,0.44
Brazil,2017,Reserve,0.039,0.003
Brazil,2018,Access,6.315,0.564
Brazil,2018,Watch,4.848,0.433
Brazil,2018,Reserve,0.034,0.003
Central America,2000,Access,2.761,0.668
Central America,2000,Watch,1.373,0.332
Central America,2000,Reserve,0,0
Central America,2000,Other,0,0
Central America,2001,Access,2.808,0.687
Central America,2001,Watch,1.262,0.309
Central America,2001,Reserve,0.005,0.001
Central America,2001,Other,0.014,0.003
Central America,2002,Access,2.677,0.697
Central America,2002,Watch,1.155,0.301
Central America,2002,Reserve,0.004,0.001
Central America,2002,Other,0.003,0.001
Central America,2003,Access,2.817,0.681
Central America,2003,Watch,1.304,0.315
Central America,2003,Reserve,0.002,0
Central America,2003,Other,0.015,0.004
Central America,2004,Access,2.825,0.66
Central America,2004,Watch,1.451,0.339
Central America,2004,Reserve,0.001,0
Central America,2004,Other,0,0
Central America,2005,Access,3.135,0.698
Central America,2005,Watch,1.353,0.301
Central America,2005,Reserve,0.001,0
Central America,2005,Other,0.001,0
Central America,2006,Access,3.169,0.672
Central America,2006,Watch,1.538,0.326
Central America,2006,Reserve,0.007,0.001
Central America,2006,Other,0.003,0.001
Central America,2007,Access,3.146,0.609
Central America,2007,Watch,2.002,0.388
Central America,2007,Reserve,0.01,0.002
Central America,2007,Other,0.005,0.001
Central America,2008,Access,3.197,0.64
Central America,2008,Watch,1.798,0.36
Central America,2008,Reserve,0.003,0.001
Central America,2008,Other,0,0
Central America,2009,Access,2.701,0.611
Central America,2009,Watch,1.709,0.387
Central America,2009,Reserve,0.008,0.002
Central America,2009,Other,0.001,0
Central America,2010,Access,2.871,0.617
Central America,2010,Watch,1.775,0.382
Central America,2010,Reserve,0.006,0.001
Central America,2010,Other,0,0
Central America,2011,Access,2.76,0.593
Central America,2011,Watch,1.873,0.402
Central America,2011,Reserve,0.011,0.002
Central America,2011,Other,0.013,0.003
Central America,2012,Access,3.165,0.623
Central America,2012,Watch,1.902,0.374
Central America,2012,Reserve,0.007,0.001
Central America,2012,Other,0.007,0.001
Central America,2013,Access,2.927,0.595
Central America,2013,Watch,1.957,0.398
Central America,2013,Reserve,0.019,0.004
Central America,2013,Other,0.018,0.004
Central America,2014,Access,3.449,0.637
Central America,2014,Watch,1.902,0.351
Central America,2014,Reserve,0.05,0.009
Central America,2014,Other,0.016,0.003
Central America,2015,Access,3.452,0.636
Central America,2015,Watch,1.917,0.353
Central America,2015,Reserve,0.037,0.007
Central America,2015,Other,0.022,0.004
Central America,2016,Access,3.074,0.604
Central America,2016,Watch,1.959,0.385
Central America,2016,Reserve,0.032,0.006
Central America,2016,Other,0.026,0.005
Central America,2017,Access,3.331,0.611
Central America,2017,Watch,2.072,0.38
Central America,2017,Reserve,0.031,0.006
Central America,2017,Other,0.016,0.003
Central America,2018,Access,3.472,0.64
Central America,2018,Watch,1.858,0.343
Central America,2018,Reserve,0.048,0.009
Central America,2018,Other,0.042,0.008
Algeria,2002,Access,10.035,0.845
Algeria,2002,Watch,1.836,0.155
Algeria,2002,Reserve,0.005,0
Algeria,2003,Access,15.228,0.866
Algeria,2003,Watch,2.34,0.133
Algeria,2003,Reserve,0.016,0.001
Algeria,2004,Access,11.091,0.842
Algeria,2004,Watch,2.075,0.158
Algeria,2004,Reserve,0.001,0
Algeria,2005,Access,13.16,0.841
Algeria,2005,Watch,2.49,0.159
Algeria,2005,Reserve,0,0
Algeria,2006,Access,15.053,0.846
Algeria,2006,Watch,2.748,0.154
Algeria,2006,Reserve,0,0
Algeria,2007,Access,15.489,0.829
Algeria,2007,Watch,3.201,0.171
Algeria,2007,Reserve,0.001,0
Algeria,2008,Access,16.548,0.815
Algeria,2008,Watch,3.752,0.185
Algeria,2008,Reserve,0.001,0
Algeria,2009,Access,17.249,0.811
Algeria,2009,Watch,4.016,0.189
Algeria,2009,Reserve,0.003,0
Algeria,2010,Access,20.116,0.831
Algeria,2010,Watch,4.083,0.169
Algeria,2010,Reserve,0,0
Algeria,2011,Access,18.197,0.799
Algeria,2011,Watch,4.57,0.201
Algeria,2011,Reserve,0.002,0
Algeria,2012,Access,20.243,0.801
Algeria,2012,Watch,5.031,0.199
Algeria,2012,Reserve,0.002,0
Algeria,2013,Access,23.904,0.815
Algeria,2013,Watch,5.437,0.185
Algeria,2013,Reserve,0,0
Algeria,2014,Access,28.751,0.843
Algeria,2014,Watch,5.215,0.153
Algeria,2014,Other,0.132,0.004
Algeria,2015,Access,27.016,0.833
Algeria,2015,Watch,5.343,0.165
Algeria,2015,Other,0.064,0.002
Algeria,2016,Access,27.679,0.836
Algeria,2016,Watch,5.328,0.161
Algeria,2016,Other,0.094,0.003
Algeria,2017,Access,29.409,0.842
Algeria,2017,Watch,5.418,0.155
Algeria,2017,Other,0.093,0.003
Algeria,2018,Access,31.181,0.832
Algeria,2018,Watch,6.259,0.167
Algeria,2018,Other,0.039,0.001
Egypt,2000,Access,5.624,0.698
Egypt,2000,Watch,1.658,0.206
Egypt,2000,Reserve,0.019,0.002
Egypt,2000,Other,0.76,0.094
Egypt,2001,Access,6.041,0.708
Egypt,2001,Watch,1.614,0.189
Egypt,2001,Reserve,0.007,0.001
Egypt,2001,Other,0.868,0.102
Egypt,2002,Access,6.19,0.69
Egypt,2002,Watch,1.879,0.209
Egypt,2002,Reserve,0.014,0.002
Egypt,2002,Other,0.887,0.099
Egypt,2003,Access,6.25,0.683
Egypt,2003,Watch,2.003,0.219
Egypt,2003,Reserve,0.007,0.001
Egypt,2003,Other,0.889,0.097
Egypt,2004,Access,6.119,0.648
Egypt,2004,Watch,2.386,0.253
Egypt,2004,Reserve,0.007,0.001
Egypt,2004,Other,0.931,0.099
Egypt,2005,Access,6.482,0.614
Egypt,2005,Watch,2.931,0.278
Egypt,2005,Reserve,0.021,0.002
Egypt,2005,Other,1.122,0.106
Egypt,2006,Access,7.018,0.598
Egypt,2006,Watch,3.324,0.283
Egypt,2006,Reserve,0.014,0.001
Egypt,2006,Other,1.374,0.117
Egypt,2007,Access,7.582,0.598
Egypt,2007,Watch,3.709,0.292
Egypt,2007,Reserve,0.011,0.001
Egypt,2007,Other,1.387,0.109
Egypt,2008,Access,7.894,0.59
Egypt,2008,Watch,3.922,0.293
Egypt,2008,Reserve,0.012,0.001
Egypt,2008,Other,1.544,0.115
Egypt,2009,Access,8.409,0.588
Egypt,2009,Watch,4.36,0.305
Egypt,2009,Reserve,0.009,0.001
Egypt,2009,Other,1.535,0.107
Egypt,2010,Access,8.953,0.574
Egypt,2010,Watch,5.059,0.324
Egypt,2010,Reserve,0.019,0.001
Egypt,2010,Other,1.567,0.1
Egypt,2011,Access,9.562,0.57
Egypt,2011,Watch,5.314,0.317
Egypt,2011,Reserve,0.038,0.002
Egypt,2011,Other,1.868,0.111
Egypt,2012,Access,11.234,0.576
Egypt,2012,Watch,6.324,0.324
Egypt,2012,Reserve,0.045,0.002
Egypt,2012,Other,1.911,0.098
Egypt,2013,Access,11.181,0.574
Egypt,2013,Watch,6.423,0.33
Egypt,2013,Reserve,0.059,0.003
Egypt,2013,Other,1.819,0.093
Egypt,2014,Access,13.79,0.633
Egypt,2014,Watch,6.216,0.286
Egypt,2014,Reserve,0.075,0.003
Egypt,2014,Other,1.691,0.078
Egypt,2015,Access,12.865,0.606
Egypt,2015,Watch,6.644,0.313
Egypt,2015,Reserve,0.082,0.004
Egypt,2015,Other,1.651,0.078
Egypt,2016,Access,15.013,0.616
Egypt,2016,Watch,7.617,0.312
Egypt,2016,Reserve,0.108,0.004
Egypt,2016,Other,1.651,0.068
Egypt,2017,Access,13.142,0.604
Egypt,2017,Watch,7.103,0.326
Egypt,2017,Reserve,0.155,0.007
Egypt,2017,Other,1.359,0.062
Egypt,2018,Access,14.885,0.605
Egypt,2018,Watch,8.172,0.332
Egypt,2018,Reserve,0.199,0.008
Egypt,2018,Other,1.341,0.055
Jordan,2000,Access,5.459,0.591
Jordan,2000,Watch,3.291,0.356
Jordan,2000,Other,0.478,0.052
Jordan,2000,Reserve,0.008,0.001
Jordan,2001,Access,5.819,0.565
Jordan,2001,Watch,3.869,0.376
Jordan,2001,Other,0.602,0.058
Jordan,2001,Reserve,0.006,0.001
Jordan,2002,Access,5.591,0.541
Jordan,2002,Watch,4.359,0.422
Jordan,2002,Other,0.383,0.037
Jordan,2002,Reserve,0.005,0
Jordan,2003,Access,6.835,0.577
Jordan,2003,Watch,4.607,0.389
Jordan,2003,Other,0.411,0.035
Jordan,2003,Reserve,0,0
Jordan,2004,Access,6.074,0.562
Jordan,2004,Watch,4.371,0.404
Jordan,2004,Other,0.348,0.032
Jordan,2004,Reserve,0.015,0.001
Jordan,2005,Access,6.401,0.567
Jordan,2005,Watch,4.458,0.395
Jordan,2005,Other,0.4,0.035
Jordan,2005,Reserve,0.039,0.003
Jordan,2006,Access,6.568,0.566
Jordan,2006,Watch,4.711,0.406
Jordan,2006,Other,0.322,0.028
Jordan,2006,Reserve,0,0
Jordan,2007,Access,6.13,0.58
Jordan,2007,Watch,4.198,0.397
Jordan,2007,Other,0.245,0.023
Jordan,2007,Reserve,0.002,0
Jordan,2008,Access,5.919,0.534
Jordan,2008,Watch,4.86,0.439
Jordan,2008,Other,0.289,0.026
Jordan,2008,Reserve,0.009,0.001
Jordan,2009,Access,6.349,0.517
Jordan,2009,Watch,5.618,0.457
Jordan,2009,Other,0.316,0.026
Jordan,2009,Reserve,0,0
Jordan,2010,Access,5.811,0.496
Jordan,2010,Watch,5.616,0.48
Jordan,2010,Other,0.281,0.024
Jordan,2010,Reserve,0,0
Jordan,2011,Access,6.431,0.522
Jordan,2011,Watch,5.735,0.466
Jordan,2011,Other,0.15,0.012
Jordan,2011,Reserve,0,0
Jordan,2012,Access,6.463,0.524
Jordan,2012,Watch,5.786,0.469
Jordan,2012,Other,0.078,0.006
Jordan,2012,Reserve,0.001,0
Jordan,2013,Access,7.225,0.526
Jordan,2013,Watch,6.511,0.474
Jordan,2013,Other,0.012,0.001
Jordan,2013,Reserve,0,0
Jordan,2014,Access,6.601,0.536
Jordan,2014,Watch,5.68,0.461
Jordan,2014,Reserve,0.005,0
Jordan,2014,Other,0.025,0.002
Jordan,2015,Access,7.645,0.592
Jordan,2015,Watch,5.214,0.404
Jordan,2015,Reserve,0.011,0.001
Jordan,2015,Other,0.049,0.004
Jordan,2016,Access,7.28,0.562
Jordan,2016,Watch,5.641,0.435
Jordan,2016,Reserve,0.008,0.001
Jordan,2016,Other,0.025,0.002
Jordan,2017,Access,7.019,0.567
Jordan,2017,Watch,5.324,0.43
Jordan,2017,Reserve,0.004,0
Jordan,2017,Other,0.028,0.002
Jordan,2018,Access,5.941,0.527
Jordan,2018,Watch,5.293,0.47
Jordan,2018,Reserve,0.001,0
Jordan,2018,Other,0.031,0.003
Kuwait,2000,Access,2.012,0.444
Kuwait,2000,Watch,2.473,0.545
Kuwait,2000,Other,0.029,0.006
Kuwait,2000,Reserve,0.022,0.005
Kuwait,2001,Access,2.009,0.398
Kuwait,2001,Watch,2.931,0.58
Kuwait,2001,Other,0.055,0.011
Kuwait,2001,Reserve,0.057,0.011
Kuwait,2002,Access,2.174,0.415
Kuwait,2002,Watch,3.019,0.576
Kuwait,2002,Other,0.03,0.006
Kuwait,2002,Reserve,0.021,0.004
Kuwait,2003,Access,1.826,0.384
Kuwait,2003,Watch,2.877,0.605
Kuwait,2003,Other,0.051,0.011
Kuwait,2003,Reserve,0.001,0
Kuwait,2004,Access,1.768,0.37
Kuwait,2004,Watch,2.989,0.625
Kuwait,2004,Other,0.009,0.002
Kuwait,2004,Reserve,0.014,0.003
Kuwait,2005,Access,2.286,0.38
Kuwait,2005,Watch,3.718,0.619
Kuwait,2005,Other,0.001,0
Kuwait,2005,Reserve,0.004,0.001
Kuwait,2006,Access,2.559,0.333
Kuwait,2006,Watch,5.123,0.667
Kuwait,2006,Other,0.003,0
Kuwait,2006,Reserve,0.002,0
Kuwait,2007,Access,2.847,0.337
Kuwait,2007,Watch,5.596,0.662
Kuwait,2007,Other,0,0
Kuwait,2007,Reserve,0.007,0.001
Kuwait,2008,Access,3.227,0.438
Kuwait,2008,Watch,4.13,0.56
Kuwait,2008,Other,0.013,0.002
Kuwait,2008,Reserve,0.003,0
Kuwait,2009,Access,3.668,0.442
Kuwait,2009,Watch,4.612,0.556
Kuwait,2009,Other,0.008,0.001
Kuwait,2009,Reserve,0.003,0
Kuwait,2010,Access,3.38,0.427
Kuwait,2010,Watch,4.521,0.57
Kuwait,2010,Other,0.018,0.002
Kuwait,2010,Reserve,0.006,0.001
Kuwait,2011,Access,3.765,0.432
Kuwait,2011,Watch,4.949,0.567
Kuwait,2011,Other,0.009,0.001
Kuwait,2011,Reserve,0,0
Kuwait,2012,Access,3.692,0.414
Kuwait,2012,Watch,5.205,0.583
Kuwait,2012,Other,0.028,0.003
Kuwait,2012,Reserve,0.001,0
Kuwait,2013,Access,3.908,0.42
Kuwait,2013,Watch,5.366,0.577
Kuwait,2013,Other,0.02,0.002
