"location_id","year_id","age_group_id","sex_id","gpr_mean","gpr_lower","gpr_upper"
6,2000,22,3,0.254906386627211,0.199040104119207,0.310772669135215
6,2001,22,3,0.259180496437903,0.203314213929899,0.315046778945907
6,2002,22,3,0.256271727102648,0.200405444594644,0.312138009610652
6,2003,22,3,0.254093531133593,0.198227248625589,0.309959813641597
6,2004,22,3,0.253796289898704,0.1979300073907,0.309662572406708
6,2005,22,3,0.247367894366516,0.191501611858512,0.30323417687452
6,2006,22,3,0.250119867033289,0.194253584525285,0.305986149541293
6,2007,22,3,0.245551451948688,0.189685169440684,0.301417734456692
6,2008,22,3,0.243120858272297,0.187254575764293,0.298987140780301
6,2009,22,3,0.243659102615213,0.187792820107209,0.299525385123217
6,2010,22,3,0.253377808864559,0.197511526356555,0.309244091372563
6,2011,22,3,0.248858658264526,0.192992375756522,0.304724940772529
6,2012,22,3,0.269910233048271,0.214043950540267,0.325776515556275
6,2013,22,3,0.305793042936546,0.249926760428542,0.361659325444549
6,2014,22,3,0.308633085609153,0.252766803101149,0.364499368117157
6,2015,22,3,0.308314375515564,0.25244809300756,0.364180658023568
6,2016,22,3,0.317080475429443,0.261214192921439,0.372946757937447
6,2017,22,3,0.321135038439573,0.265268755931569,0.377001320947577
6,2018,22,3,0.324696856635974,0.26883057412797,0.380563139143978
7,2000,22,3,0.191945305370871,0.136079022862867,0.247811587878875
7,2001,22,3,0.185461999558089,0.129595717050085,0.241328282066093
7,2002,22,3,0.188170202357051,0.132303919849047,0.244036484865055
7,2003,22,3,0.185827545148215,0.129961262640211,0.241693827656218
7,2004,22,3,0.181563052525425,0.125696770017421,0.237429335033429
7,2005,22,3,0.178093929072502,0.122227646564498,0.233960211580506
7,2006,22,3,0.184366264977646,0.128499982469642,0.24023254748565
7,2007,22,3,0.187819279336591,0.131952996828587,0.243685561844595
7,2008,22,3,0.178147227738845,0.122280945230841,0.234013510246849
7,2009,22,3,0.180770183315238,0.124903900807234,0.236636465823242
7,2010,22,3,0.184629503311354,0.12876322080335,0.240495785819358
7,2011,22,3,0.196718642830671,0.140852360322667,0.252584925338674
7,2012,22,3,0.271790365704528,0.215924083196524,0.327656648212532
7,2013,22,3,0.349001103320087,0.293134820812083,0.404867385828091
7,2014,22,3,0.359818395892578,0.303952113384574,0.415684678400582
7,2015,22,3,0.357335565853853,0.301469283345849,0.413201848361857
7,2016,22,3,0.363367623472372,0.307501340964368,0.419233905980376
7,2017,22,3,0.360792492479161,0.304926209971157,0.416658774987165
7,2018,22,3,0.361787546666658,0.305921264158654,0.417653829174662
8,2000,22,3,0.1134348136646,0.0575685311565962,0.169301096172604
8,2001,22,3,0.123991670874471,0.068125388366467,0.179857953382475
8,2002,22,3,0.136256894891154,0.08039061238315,0.192123177399158
8,2003,22,3,0.140824985826907,0.0849587033189026,0.19669126833491
8,2004,22,3,0.142521829727482,0.0866555472194782,0.198388112235486
8,2005,22,3,0.177726672108253,0.121860389600249,0.233592954616257
8,2006,22,3,0.180211174796465,0.124344892288461,0.236077457304469
8,2007,22,3,0.179665904581111,0.123799622073107,0.235532187089115
8,2008,22,3,0.186889627633258,0.131023345125254,0.242755910141262
8,2009,22,3,0.195721783974298,0.139855501466294,0.251588066482302
8,2010,22,3,0.204676061943714,0.14880977943571,0.260542344451718
8,2011,22,3,0.22118762062035,0.165321338112347,0.277053903128354
8,2012,22,3,0.25131549832146,0.195449215813456,0.307181780829464
8,2013,22,3,0.275968300211642,0.220102017703638,0.331834582719646
8,2014,22,3,0.285058284392366,0.229192001884362,0.34092456690037
8,2015,22,3,0.282416439731442,0.226550157223438,0.338282722239446
8,2016,22,3,0.284551497300639,0.228685214792635,0.340417779808643
8,2017,22,3,0.263684020826477,0.207817738318473,0.319550303334481
8,2018,22,3,0.262522229202517,0.206655946694513,0.318388511710521
10,2000,22,3,0.352914714779605,0.297049142502358,0.408780287056852
10,2001,22,3,0.342113759719907,0.286249261718769,0.397978257721045
10,2002,22,3,0.298889718370246,0.243027850251324,0.354751586489169
10,2003,22,3,0.266535396419848,0.21067983893048,0.322390953909216
10,2004,22,3,0.265870864345608,0.210030096222965,0.32171163246825
10,2005,22,3,0.270812402417736,0.215005327408828,0.326619477426645
10,2006,22,3,0.280199128039728,0.224466216788656,0.3359320392908
10,2007,22,3,0.285096626718223,0.229520149651367,0.340673103785079
10,2008,22,3,0.290475769934356,0.235211891674343,0.34573964819437
10,2009,22,3,0.299599573603633,0.244917594519363,0.354281552687903
10,2010,22,3,0.310852573926339,0.257153092107169,0.364552055745509
10,2011,22,3,0.335714814722779,0.283452345802875,0.387977283642684
10,2012,22,3,0.453631250471399,0.403045748336377,0.50421675260642
10,2013,22,3,0.41249755337669,0.363350603793514,0.461644502959866
10,2014,22,3,0.471972878860623,0.423727608019393,0.520218149701853
10,2015,22,3,0.449623547414425,0.401671707359749,0.497575387469101
10,2016,22,3,0.644907911331805,0.596728691304581,0.693087131359029
10,2017,22,3,0.658825456383002,0.609820096336839,0.707830816429165
10,2018,22,3,0.572528757991556,0.522111059411292,0.622946456571819
11,2000,22,3,0.222372755034742,0.166506472526739,0.278239037542746
11,2001,22,3,0.221860035024113,0.165993752516109,0.277726317532117
11,2002,22,3,0.224180788530866,0.168314506022862,0.28004707103887
11,2003,22,3,0.233969671450612,0.178103388942608,0.289835953958616
11,2004,22,3,0.280506307711774,0.22464002520377,0.336372590219778
11,2005,22,3,0.295264703313162,0.239398420805158,0.351130985821166
11,2006,22,3,0.303043519706971,0.247177237198968,0.358909802214975
11,2007,22,3,0.292326749904196,0.236460467396192,0.3481930324122
11,2008,22,3,0.299674815776358,0.243808533268354,0.355541098284361
11,2009,22,3,0.299743778231891,0.243877495723887,0.355610060739895
11,2010,22,3,0.316487190943365,0.260620908435361,0.372353473451369
11,2011,22,3,0.310608308019382,0.254742025511378,0.366474590527386
11,2012,22,3,0.371813632051995,0.315947349543991,0.427679914559999
11,2013,22,3,0.435178293197553,0.379312010689549,0.491044575705557
11,2014,22,3,0.434808905897809,0.378942623389805,0.490675188405812
11,2015,22,3,0.431363283540914,0.37549700103291,0.487229566048918
11,2016,22,3,0.436279101308078,0.380412818800074,0.492145383816082
11,2017,22,3,0.437634614871603,0.381768332363599,0.493500897379607
11,2018,22,3,0.438832687570588,0.382966405062584,0.494698970078592
12,2000,22,3,0.287865795831112,0.235644121157347,0.340087470504877
12,2001,22,3,0.320716352395715,0.269870646936296,0.371562057855133
12,2002,22,3,0.287239574118305,0.238220242075451,0.33625890616116
12,2003,22,3,0.271014542578202,0.224499136111731,0.317529949044673
12,2004,22,3,0.195373875416312,0.15187406706001,0.238873683772615
