COUNTRY_ID,country,year,p.mean,p.lower,p.upper
THA,Thailand,2019,0.019367848,3.55E-05,0.163549742
TLS,Timor-Leste,1990,0.060281552,7.31E-05,0.454349153
TLS,Timor-Leste,1991,0.058397111,8.31E-05,0.437143547
TLS,Timor-Leste,1992,0.056405575,8.10E-05,0.44055069
TLS,Timor-Leste,1993,0.056694529,9.17E-05,0.415032864
TLS,Timor-Leste,1994,0.0545256,8.33E-05,0.379421973
TLS,Timor-Leste,1995,0.053741992,9.92E-05,0.404464178
TLS,Timor-Leste,1996,0.052684443,9.24E-05,0.391447083
TLS,Timor-Leste,1997,0.052838587,9.82E-05,0.422997509
TLS,Timor-Leste,1998,0.052294214,8.61E-05,0.400799488
TLS,Timor-Leste,1999,0.053242055,8.96E-05,0.418020984
TLS,Timor-Leste,2000,0.055192667,8.97E-05,0.417957573
TLS,Timor-Leste,2001,0.05689881,0.000125212,0.436589204
TLS,Timor-Leste,2002,0.054950567,0.000129966,0.411355617
TLS,Timor-Leste,2003,0.056256308,0.000152018,0.442194335
TLS,Timor-Leste,2004,0.061522476,0.000185985,0.445366361
TLS,Timor-Leste,2005,0.06156357,0.000221307,0.436149278
TLS,Timor-Leste,2006,0.061692799,0.000167807,0.463562306
TLS,Timor-Leste,2007,0.057315012,0.000153078,0.420313741
TLS,Timor-Leste,2008,0.058288828,0.000130421,0.413512764
TLS,Timor-Leste,2009,0.055542115,0.000125585,0.424094056
TLS,Timor-Leste,2010,0.055772025,0.000118075,0.402297742
TLS,Timor-Leste,2011,0.062844831,0.000139112,0.464474804
TLS,Timor-Leste,2012,0.06809735,0.000202717,0.521159699
TLS,Timor-Leste,2013,0.06877107,0.000230158,0.496886013
TLS,Timor-Leste,2014,0.073074976,0.000197284,0.505855466
TLS,Timor-Leste,2015,0.068761511,0.000181793,0.497920926
TLS,Timor-Leste,2016,0.068153386,0.000168846,0.500406085
TLS,Timor-Leste,2017,0.068576175,0.000151196,0.519159613
TLS,Timor-Leste,2018,0.068958399,0.000173286,0.516201834
TLS,Timor-Leste,2019,0.069054311,0.000126875,0.487036942
VNM,Vietnam,1990,0.016431019,1.98E-05,0.123892606
VNM,Vietnam,1991,0.015266024,2.32E-05,0.134269117
VNM,Vietnam,1992,0.01435816,2.06E-05,0.115606915
VNM,Vietnam,1993,0.014628939,2.56E-05,0.116802363
VNM,Vietnam,1994,0.014119313,2.68E-05,0.10015843
VNM,Vietnam,1995,0.013891545,2.48E-05,0.096087429
VNM,Vietnam,1996,0.013769879,3.01E-05,0.10893688
VNM,Vietnam,1997,0.01312953,2.45E-05,0.103912844
VNM,Vietnam,1998,0.013332406,2.31E-05,0.092536983
VNM,Vietnam,1999,0.013473408,2.75E-05,0.103087273
VNM,Vietnam,2000,0.013688398,3.10E-05,0.099861626
VNM,Vietnam,2001,0.014206607,3.06E-05,0.110936573
VNM,Vietnam,2002,0.013984777,2.84E-05,0.108822181
VNM,Vietnam,2003,0.014447226,3.52E-05,0.110152355
VNM,Vietnam,2004,0.016079886,4.19E-05,0.120109766
VNM,Vietnam,2005,0.015953208,4.28E-05,0.124339295
VNM,Vietnam,2006,0.016170621,4.12E-05,0.128702024
VNM,Vietnam,2007,0.014886917,3.51E-05,0.115198916
VNM,Vietnam,2008,0.014884537,3.23E-05,0.11063016
VNM,Vietnam,2009,0.014091238,3.14E-05,0.101057394
VNM,Vietnam,2010,0.014392059,3.71E-05,0.097470874
VNM,Vietnam,2011,0.016688801,4.79E-05,0.128005659
VNM,Vietnam,2012,0.018419494,4.48E-05,0.145240533
VNM,Vietnam,2013,0.018365695,4.45E-05,0.150399605
VNM,Vietnam,2014,0.020504722,4.74E-05,0.158471317
VNM,Vietnam,2015,0.019203739,3.57E-05,0.135965781
VNM,Vietnam,2016,0.019466689,4.00E-05,0.150597301
VNM,Vietnam,2017,0.019802775,3.53E-05,0.156965459
VNM,Vietnam,2018,0.019924401,4.08E-05,0.173773957
VNM,Vietnam,2019,0.019581288,3.07E-05,0.161061853
